1478193191.002567,018f,8,fe,50,00,00,00,3c,00,00,R
1478193191.002795,0260,8,19,22,22,30,08,8e,6e,38,R
1478193191.003033,02a0,8,60,00,95,1c,97,02,bd,00,R
1478193191.003260,0329,8,86,bb,7f,14,11,20,00,14,R
1478193191.003506,0002,8,00,00,00,00,00,07,09,06,R
1478193191.003744,0153,8,00,21,10,ff,00,ff,00,00,R
1478193191.003984,0545,8,d8,00,00,8a,00,00,00,00,R
1478193191.004222,0130,8,03,80,00,ff,27,80,09,6d,R
1478193191.004460,0131,8,05,80,00,00,25,7f,09,5a,R
1478193191.004713,0140,8,00,00,00,00,04,00,29,7e,R
1478193191.005509,02c0,8,15,00,00,00,00,00,00,00,R
1478193191.006530,0350,8,05,20,34,68,77,00,00,0e,R
1478193191.006757,0370,8,00,20,00,00,00,00,00,00,R
1478193191.007005,043f,8,10,40,60,ff,78,c2,08,00,R
1478193191.007246,0440,8,ff,00,00,00,ff,c2,08,00,R
1478193191.011453,04f0,8,00,00,00,80,00,67,d1,13,R
1478193191.012243,0316,8,05,22,68,09,22,21,00,70,R
1478193191.012482,018f,8,fe,50,00,00,00,3c,00,00,R
1478193191.012709,0260,8,19,22,22,30,08,8e,6d,06,R
1478193191.012946,02a0,8,00,00,95,1c,97,02,bd,00,R
1478193191.013178,0329,8,86,bb,7f,14,11,20,00,14,R
1478193191.013421,0545,8,d8,00,00,8a,00,00,00,00,R
1478193191.013677,0430,8,00,00,00,00,00,00,00,00,R
1478193191.013923,04b1,8,00,00,00,00,00,00,00,00,R
1478193191.014170,01f1,8,08,00,00,00,00,00,00,00,R
1478193191.014409,0153,8,00,21,10,ff,00,ff,00,00,R
1478193191.014657,0002,8,00,00,00,00,00,08,0a,82,R
1478193191.015079,0130,8,08,80,00,ff,fa,7f,0a,03,R
1478193191.015313,0131,8,12,80,00,00,0c,7f,0a,f9,R
1478193191.015555,0140,8,00,00,00,00,02,12,2a,70,R
1478193191.015812,02c0,8,15,00,00,00,00,00,00,00,R
1478193191.016475,0350,8,05,20,44,68,77,00,00,7e,R
1478193191.016707,0370,8,00,20,00,00,00,00,00,00,R
1478193191.016948,043f,8,10,40,60,ff,78,c0,08,00,R
1478193191.017195,0440,8,ff,00,00,00,ff,c0,08,00,R
1478193191.019229,00a0,8,5c,84,68,09,00,1f,02,00,R
1478193191.019419,00a1,8,86,87,00,00,24,00,00,00,R
1478193191.023212,0316,8,05,22,68,09,22,21,00,70,R
1478193191.023426,018f,8,fe,50,00,00,00,3c,00,00,R
1478193191.023671,0002,8,00,00,00,00,00,08,0b,9f,R
1478193191.023912,0153,8,00,21,10,ff,00,ff,00,00,R
1478193191.024153,0130,8,0d,80,00,ff,ed,7f,0b,b8,R
1478193191.024387,0131,8,12,80,00,00,0c,7f,0b,e4,R
1478193191.024632,0140,8,00,00,00,00,04,0f,2b,e7,R
1478193191.024860,0260,8,19,22,22,30,08,8e,6d,17,R
1478193191.025095,02a0,8,20,00,95,1c,97,02,bd,00,R
1478193191.025330,0329,8,86,bb,7f,14,11,20,00,14,R
1478193191.025568,0545,8,d8,5d,00,8b,00,00,00,00,R
1478193191.025818,02c0,8,15,00,00,00,00,00,00,00,R
1478193191.026528,0350,8,05,20,54,68,77,00,00,6e,R
1478193191.026775,0370,8,00,20,00,00,00,00,00,00,R
1478193191.027018,043f,8,10,40,60,ff,78,bd,08,00,R
1478193191.027253,0440,8,ff,00,00,00,ff,bd,08,00,R
1478193191.031061,04f0,8,00,00,00,80,00,67,d1,13,R
1478193191.032516,0316,8,05,22,68,09,22,21,00,70,R
1478193191.032737,018f,8,fe,50,00,00,00,3c,00,00,R
1478193191.032968,0260,8,19,22,22,30,08,8e,6d,28,R
1478193191.033200,02a0,8,40,00,95,1c,97,02,bd,00,R
1478193191.033435,0329,8,86,bb,7f,14,11,20,00,14,R
1478193191.033689,0430,8,00,00,00,00,00,00,00,00,R
1478193191.033938,04b1,8,00,00,00,00,00,00,00,00,R
1478193191.034188,01f1,8,08,00,00,00,00,00,00,00,R
1478193191.034424,0153,8,00,21,10,ff,00,ff,00,00,R
1478193191.034672,0002,8,00,00,00,00,00,08,0c,cc,R
1478193191.034912,0545,8,d8,00,00,8a,00,00,00,00,R
1478193191.035170,0130,8,0d,80,00,ff,0b,80,0c,3f,R
1478193191.035390,0131,8,00,80,00,00,26,7f,0c,8b,R
1478193191.035634,0140,8,00,00,00,00,06,02,2c,8c,R
1478193191.035883,02c0,8,15,00,00,00,00,00,00,00,R
1478193191.036020,05f0,2,01,00,R
1478193191.036440,0350,8,05,20,64,68,77,00,00,5e,R
1478193191.036691,0370,8,00,20,00,00,00,00,00,00,R
1478193191.036930,043f,8,10,40,60,ff,78,bb,08,00,R
1478193191.037169,0440,8,ff,00,00,00,ff,bb,08,00,R
1478193191.040436,0690,8,00,00,01,00,a0,02,00,00,R
1478193191.042329,0316,8,05,22,68,09,22,21,00,70,R
1478193191.042538,018f,8,fe,50,00,00,00,3c,00,00,R
1478193191.042764,0260,8,19,22,22,30,08,8e,6e,38,R
1478193191.042996,02a0,8,60,00,95,1c,97,02,bd,00,R
1478193191.043231,0329,8,86,bb,7f,14,11,20,00,14,R
1478193191.043483,0002,8,00,00,00,00,00,08,0d,d1,R
1478193191.043721,0153,8,00,21,10,ff,00,ff,00,00,R
1478193191.043968,0545,8,d8,00,00,8b,00,00,00,00,R
1478193191.044199,0130,8,0a,80,00,ff,24,80,0d,1a,R
1478193191.044429,0131,8,f7,7f,00,00,42,7f,0d,ee,R
1478193191.044669,0140,8,00,00,00,00,08,05,2d,61,R
1478193191.045467,02c0,8,15,00,00,00,00,00,00,00,R
1478193191.046450,0350,8,05,20,74,68,77,00,00,4e,R
1478193191.046691,0370,8,00,20,00,00,00,00,00,00,R
1478193191.046930,043f,8,10,40,60,ff,78,bd,08,00,R
1478193191.047168,0440,8,ff,00,00,00,ff,bd,08,00,R
1478193191.051036,04f0,8,00,00,00,80,00,67,d1,13,R
1478193191.052231,0316,8,05,22,68,09,22,21,00,70,R
1478193191.052472,018f,8,fe,50,00,00,00,3c,00,00,R
1478193191.052706,0260,8,19,22,22,30,08,8e,6e,05,R
1478193191.052941,02a0,8,00,00,95,1c,97,02,bd,00,R
1478193191.053174,0329,8,86,bb,7f,14,11,20,00,14,R
1478193191.053416,0545,8,d8,00,00,8b,00,00,00,00,R
1478193191.053672,0430,8,00,00,00,00,00,00,00,00,R
1478193191.053919,04b1,8,00,00,00,00,00,00,00,00,R
1478193191.054167,01f1,8,08,00,00,00,00,00,00,00,R
1478193191.054406,0153,8,00,21,10,ff,00,ff,00,00,R
1478193191.054659,0002,8,00,00,00,00,00,08,0e,f6,R
1478193191.055073,0130,8,0b,80,00,ff,1d,80,0e,cb,R
1478193191.055303,0131,8,05,80,00,00,5a,7f,0e,c7,R
1478193191.055543,0140,8,00,00,00,00,0a,12,2e,08,R
1478193191.055798,02c0,8,15,00,00,00,00,00,00,00,R
1478193191.056439,0350,8,05,20,84,68,77,00,00,be,R
1478193191.056686,0370,8,00,20,00,00,00,00,00,00,R
1478193191.056930,043f,8,10,40,60,ff,78,be,08,00,R
1478193191.057174,0440,8,ff,00,00,00,ff,be,08,00,R
1478193191.062354,0316,8,05,22,68,09,22,21,00,70,R
1478193191.062571,018f,8,fe,50,00,00,00,3c,00,00,R
1478193191.062801,0260,8,19,22,22,30,08,8e,6e,16,R
1478193191.063035,02a0,8,20,00,95,1c,97,02,bd,00,R
1478193191.063267,0329,8,dc,bb,7f,14,11,20,00,14,R
1478193191.063515,0002,8,00,00,00,00,00,08,0f,eb,R
1478193191.063753,0153,8,00,21,10,ff,00,ff,00,00,R
1478193191.063993,0545,8,d8,00,00,8a,00,00,00,00,R
1478193191.064238,0130,8,0b,80,00,ff,09,80,0f,c8,R
1478193191.064472,0131,8,00,80,00,00,63,7f,0f,45,R
1478193191.064714,0140,8,00,00,00,00,0c,14,2f,a5,R
1478193191.065653,02c0,8,15,00,00,00,00,00,00,00,R
1478193191.066451,0350,8,05,20,94,68,77,00,00,ae,R
1478193191.066694,0370,8,00,20,00,00,00,00,00,00,R
1478193191.066927,043f,8,10,40,60,ff,78,bf,08,00,R
1478193191.067171,0440,8,ff,00,00,00,ff,bf,08,00,R
1478193191.071053,04f0,8,00,00,00,80,00,67,d1,13,R
1478193191.073113,0316,8,05,22,6c,09,22,21,00,70,R
1478193191.073345,018f,8,fe,50,00,00,00,3c,00,00,R
1478193191.073581,0260,8,19,22,22,30,08,8e,6d,28,R
1478193191.073811,02a0,8,40,00,95,1c,97,02,bd,00,R
1478193191.074042,0329,8,dc,bb,7f,14,11,20,00,14,R
1478193191.074298,0430,8,00,00,00,00,00,00,00,00,R
1478193191.074547,04b1,8,00,00,00,00,00,00,00,00,R
1478193191.074794,01f1,8,08,00,00,00,00,00,00,00,R
1478193191.075033,0153,8,00,21,10,ff,00,ff,00,00,R
1478193191.075281,0002,8,00,00,00,00,00,08,00,50,R
1478193191.075518,0545,8,d8,5d,00,8a,00,00,00,00,R
1478193191.075772,02c0,8,15,00,00,00,00,00,00,00,R
1478193191.076083,0130,8,09,80,00,ff,0c,80,00,40,R
1478193191.076315,0131,8,f7,7f,00,00,58,7f,00,78,R
1478193191.076557,0140,8,00,00,00,00,0e,33,20,91,R
1478193191.076796,0350,8,05,20,a4,68,77,00,00,9e,R
1478193191.077047,0370,8,00,20,00,00,00,00,00,00,R
1478193191.077280,043f,8,10,40,60,ff,78,bd,08,00,R
1478193191.077521,0440,8,ff,00,00,00,ff,bd,08,00,R
1478193191.082320,0316,8,05,22,6c,09,22,21,00,70,R
1478193191.082515,018f,8,fe,50,00,00,00,3c,00,00,R
1478193191.082741,0260,8,19,22,22,30,08,8e,6d,39,R
1478193191.082972,02a0,8,60,00,95,1c,97,02,bd,00,R
1478193191.083201,0329,8,dc,bb,7f,14,11,20,00,14,R
1478193191.083443,0545,8,d8,00,00,8c,00,00,00,00,R
1478193191.083694,0002,8,00,00,00,00,00,08,01,4d,R
1478193191.083933,0153,8,00,21,10,ff,00,ff,00,00,R
1478193191.084171,0130,8,08,80,00,ff,27,80,01,b0,R
1478193191.084408,0131,8,fb,7f,00,00,45,7f,01,43,R
1478193191.084652,0140,8,00,00,00,00,10,02,21,10,R
1478193191.084790,05f0,2,01,00,R
1478193191.085434,02c0,8,15,00,00,00,00,00,00,00,R
1478193191.086495,0350,8,05,20,b4,68,77,00,00,8e,R
1478193191.086748,0370,8,00,20,00,00,00,00,00,00,R
1478193191.086975,043f,8,10,40,60,ff,78,ba,08,00,R
1478193191.087221,0440,8,ff,00,00,00,ff,ba,08,00,R
1478193191.091080,04f0,8,00,00,00,80,00,67,d1,13,R
1478193191.092220,0316,8,05,22,6c,09,22,21,00,70,R
1478193191.092459,018f,8,fe,50,00,00,00,3c,00,00,R
1478193191.092683,0260,8,19,22,22,30,08,8e,6e,05,R
1478193191.092920,02a0,8,00,00,95,1c,97,02,bd,00,R
1478193191.093151,0329,8,dc,bb,7f,14,11,20,00,14,R
1478193191.093394,0545,8,d8,00,00,8c,00,00,00,00,R
1478193191.093656,0430,8,00,00,00,00,00,00,00,00,R
1478193191.093902,04b1,8,00,00,00,00,00,00,00,00,R
1478193191.094147,01f1,8,08,00,00,00,00,00,00,00,R
1478193191.094382,0153,8,00,21,10,ff,00,ff,00,00,R
1478193191.094628,0002,8,00,00,00,00,00,08,02,6a,R
1478193191.095073,0130,8,08,80,00,ff,48,80,02,41,R
1478193191.095310,0131,8,00,80,00,00,2d,7f,02,ad,R
1478193191.095560,0140,8,00,00,00,00,12,0f,22,0f,R
1478193191.095814,02c0,8,15,00,00,00,00,00,00,00,R
1478193191.096483,0350,8,05,20,c4,68,77,00,00,fe,R
1478193191.096734,0370,8,00,20,00,00,00,00,00,00,R
1478193191.096969,043f,8,10,40,60,ff,78,bb,08,00,R
1478193191.097209,0440,8,ff,00,00,00,ff,bb,08,00,R
1478193191.102274,0316,8,05,22,6c,09,22,22,00,70,R
1478193191.102486,018f,8,fe,50,00,00,00,3c,00,00,R
1478193191.102714,0260,8,19,22,22,30,08,8e,6e,16,R
1478193191.102948,02a0,8,20,00,95,1c,97,02,bd,00,R
1478193191.103179,0329,8,dc,bb,7f,14,11,20,00,14,R
1478193191.103422,0545,8,d8,00,00,89,00,00,00,00,R
1478193191.103668,0002,8,00,00,00,00,00,08,03,77,R
1478193191.103906,0153,8,00,21,10,ff,00,ff,00,00,R
1478193191.104147,0130,8,0b,80,00,ff,3c,80,03,f5,R
1478193191.104387,0131,8,0e,80,00,00,1f,7f,03,9a,R
1478193191.104631,0140,8,00,00,00,00,14,13,23,d4,R
1478193191.105609,02c0,8,15,00,00,00,00,00,00,00,R
1478193191.106419,0350,8,05,20,d4,68,77,00,00,ee,R
1478193191.106667,0370,8,00,20,00,00,00,00,00,00,R
1478193191.106906,043f,8,10,40,60,ff,78,bf,08,00,R
1478193191.107150,0440,8,ff,00,00,00,ff,bf,08,00,R
1478193191.111282,04f0,8,00,00,00,80,00,67,d1,13,R
1478193191.112387,0316,8,05,22,6c,09,22,21,00,70,R
1478193191.112618,018f,8,fe,50,00,00,00,3c,00,00,R
1478193191.112856,0260,8,19,22,22,30,08,8e,6d,28,R
1478193191.113088,02a0,8,40,00,95,1c,97,02,bd,00,R
1478193191.113319,0329,8,dc,bb,7f,14,11,20,00,14,R
1478193191.113576,0430,8,00,00,00,00,00,00,00,00,R
1478193191.113820,04b1,8,00,00,00,00,00,00,00,00,R
1478193191.114068,01f1,8,08,00,00,00,00,00,00,00,R
1478193191.114306,0153,8,00,21,10,ff,00,ff,00,00,R
1478193191.114554,0002,8,00,00,00,00,00,08,04,24,R
1478193191.114799,0545,8,d8,00,00,89,00,00,00,00,R
1478193191.115067,0130,8,11,80,00,ff,0d,80,04,d0,R
1478193191.115310,0131,8,12,80,00,00,18,7f,04,41,R
1478193191.115554,0140,8,00,00,00,00,16,03,24,30,R
1478193191.115811,02c0,8,15,00,00,00,00,00,00,00,R
1478193191.116412,0350,8,05,20,e4,68,77,00,00,de,R
1478193191.116660,0370,8,00,20,00,00,00,00,00,00,R
1478193191.116899,043f,8,10,40,60,ff,78,bf,08,00,R
1478193191.117144,0440,8,ff,00,00,00,ff,bf,08,00,R
1478193191.119010,00a0,8,5c,84,6c,09,00,1f,02,00,R
1478193191.119248,00a1,8,86,87,00,00,24,00,00,00,R
1478193191.122813,0316,8,05,22,6c,09,22,21,00,70,R
1478193191.123023,018f,8,fe,50,00,00,00,3c,00,00,R
1478193191.123256,0260,8,19,22,22,30,08,8e,6d,39,R
1478193191.123486,02a0,8,60,00,95,1c,97,02,bd,00,R
1478193191.123734,0002,8,00,00,00,00,00,08,05,39,R
1478193191.123974,0153,8,00,21,10,ff,00,ff,00,00,R
1478193191.124220,0130,8,10,80,00,ff,f8,7f,05,d0,R
1478193191.124457,0131,8,fb,7f,00,00,20,7f,05,ee,R
1478193191.124700,0140,8,00,00,00,00,18,08,25,aa,R
1478193191.124932,0329,8,dc,bb,7f,14,11,20,00,14,R
1478193191.125170,0545,8,d8,5d,00,8b,00,00,00,00,R
1478193191.125574,02c0,8,15,00,00,00,00,00,00,00,R
1478193191.126498,0350,8,05,20,f4,68,77,00,00,ce,R
1478193191.126749,0370,8,00,20,00,00,00,00,00,00,R
1478193191.126982,043f,8,10,40,60,ff,78,bd,08,00,R
1478193191.127220,0440,8,ff,00,00,00,ff,bd,08,00,R
1478193191.131035,04f0,8,00,00,00,80,00,67,d1,13,R
1478193191.132178,0316,8,05,21,6c,09,21,21,00,70,R
1478193191.132414,018f,8,fe,50,00,00,00,3c,00,00,R
1478193191.132647,0260,8,19,21,22,30,08,8e,6d,07,R
1478193191.132876,02a0,8,00,00,95,1c,97,02,bd,00,R
1478193191.133106,0329,8,dc,bb,7f,14,11,20,00,14,R
1478193191.133349,0545,8,d8,00,00,8b,00,00,00,00,R
1478193191.133602,0430,8,00,00,00,00,00,00,00,00,R
1478193191.133850,04b1,8,00,00,00,00,00,00,00,00,R
1478193191.134099,01f1,8,08,00,00,00,00,00,00,00,R
1478193191.134337,0153,8,00,21,10,ff,00,ff,00,00,R
1478193191.134583,0002,8,00,00,00,00,00,08,06,1e,R
1478193191.134722,05f0,2,01,00,R
1478193191.135071,0130,8,09,80,00,ff,0d,80,06,81,R
1478193191.135307,0131,8,e9,7f,00,00,3a,7f,06,dd,R
1478193191.135547,0140,8,00,00,00,00,1a,33,26,c1,R
1478193191.135798,02c0,8,15,00,00,00,00,00,00,00,R
1478193191.136460,0350,8,05,20,04,68,77,00,00,3e,R
1478193191.136712,0370,8,00,20,00,00,00,00,00,00,R
1478193191.136949,043f,8,10,40,60,ff,78,bb,08,00,R
1478193191.137188,0440,8,ff,00,00,00,ff,bb,08,00,R
1478193191.140468,0690,8,00,00,00,00,a0,02,00,00,R
1478193191.142235,0316,8,05,22,6c,09,22,21,00,70,R
1478193191.142445,018f,8,fe,50,00,00,00,3c,00,00,R
1478193191.142673,0260,8,19,22,22,30,08,8e,6e,16,R
1478193191.142908,02a0,8,20,00,95,1c,97,02,bd,00,R
1478193191.143142,0329,8,0c,bb,7f,14,11,20,00,14,R
1478193191.143387,0545,8,d8,00,00,8b,00,00,00,00,R
1478193191.143638,0002,8,00,00,00,00,00,08,07,03,R
1478193191.143874,0153,8,00,21,10,ff,00,ff,00,00,R
1478193191.144121,0130,8,06,80,00,ff,1f,80,07,db,R
1478193191.144355,0131,8,ee,7f,00,00,4a,7f,07,06,R
1478193191.144596,0140,8,00,00,00,00,1c,07,27,35,R
1478193191.145386,02c0,8,15,00,00,00,00,00,00,00,R
1478193191.146475,0350,8,05,20,14,68,77,00,00,2e,R
1478193191.146714,0370,8,00,20,00,00,00,00,00,00,R
1478193191.146959,043f,8,10,40,60,ff,78,be,08,00,R
1478193191.147201,0440,8,ff,00,00,00,ff,be,08,00,R
1478193191.151047,04f0,8,00,00,00,80,00,67,d1,13,R
1478193191.152415,0316,8,05,22,6c,09,22,21,00,70,R
1478193191.152628,018f,8,fe,50,00,00,00,3c,00,00,R
1478193191.152857,0260,8,19,22,22,30,08,8e,6e,27,R
1478193191.153091,02a0,8,40,00,95,1c,97,02,bd,00,R
1478193191.153324,0329,8,0c,bb,7f,14,11,20,00,14,R
1478193191.153577,0430,8,00,00,00,00,00,00,00,00,R
1478193191.153825,04b1,8,00,00,00,00,00,00,00,00,R
1478193191.154073,01f1,8,08,00,00,00,00,00,00,00,R
1478193191.154311,0153,8,00,21,10,ff,00,ff,00,00,R
1478193191.154565,0002,8,00,00,00,00,00,08,08,b8,R
1478193191.154807,0545,8,d8,00,00,8a,00,00,00,00,R
1478193191.155072,0130,8,03,80,00,ff,0e,80,08,c3,R
1478193191.155302,0131,8,f7,7f,00,00,51,7f,08,13,R
1478193191.155547,0140,8,00,00,00,00,1e,0d,28,4f,R
1478193191.155798,02c0,8,15,00,00,00,00,00,00,00,R
1478193191.156408,0350,8,05,20,24,68,77,00,00,1e,R
1478193191.156658,0370,8,00,20,00,00,00,00,00,00,R
1478193191.156898,043f,8,10,40,60,ff,78,c0,08,00,R
1478193191.157146,0440,8,ff,00,00,00,ff,c0,08,00,R
1478193191.162264,0316,8,05,22,6c,09,22,21,00,70,R
1478193191.162484,018f,8,fe,50,00,00,00,3c,00,00,R
1478193191.162709,0260,8,19,22,22,30,08,8e,6e,38,R
1478193191.162941,02a0,8,60,00,95,1c,97,02,bd,00,R
1478193191.163174,0329,8,0c,bb,7f,14,11,20,00,14,R
1478193191.163415,0545,8,d8,00,00,8a,00,00,00,00,R
1478193191.163663,0002,8,00,00,00,00,00,08,09,a5,R
1478193191.163901,0153,8,00,21,10,ff,00,ff,00,00,R
1478193191.164145,0130,8,00,80,00,ff,f8,7f,09,f5,R
1478193191.164379,0131,8,f2,7f,00,00,55,7f,09,3c,R
1478193191.164622,0140,8,00,00,00,00,20,02,29,d0,R
1478193191.165359,02c0,8,15,00,00,00,00,00,00,00,R
1478193191.166451,0350,8,05,20,34,68,77,00,00,0e,R
1478193191.166694,0370,8,00,20,00,00,00,00,00,00,R
1478193191.166934,043f,8,10,40,60,ff,78,c1,08,00,R
1478193191.167178,0440,8,ff,00,00,00,ff,c1,08,00,R
1478193191.170997,04f0,8,00,00,00,80,00,67,d1,13,R
1478193191.172490,0316,8,05,21,6c,09,21,21,00,70,R
1478193191.172729,018f,8,fe,50,00,00,00,3c,00,00,R
1478193191.172959,0260,8,19,21,22,30,08,8e,6d,07,R
1478193191.173197,02a0,8,00,00,95,1c,97,02,bd,00,R
1478193191.173430,0329,8,0c,bb,7f,14,11,20,00,14,R
1478193191.173684,0430,8,00,00,00,00,00,00,00,00,R
1478193191.173932,04b1,8,00,00,00,00,00,00,00,00,R
1478193191.174181,01f1,8,08,00,00,00,00,00,00,00,R
1478193191.174418,0153,8,00,21,10,ff,00,ff,00,00,R
1478193191.174667,0002,8,00,00,00,00,00,08,0a,82,R
1478193191.174904,0545,8,d8,5d,00,8a,00,00,00,00,R
1478193191.175144,0130,8,ff,7f,00,ff,05,80,0a,62,R
1478193191.175380,0131,8,fb,7f,00,00,5c,7f,0a,17,R
1478193191.175623,0140,8,00,00,00,00,22,08,2a,36,R
1478193191.175872,02c0,8,15,00,00,00,00,00,00,00,R
1478193191.176399,0350,8,05,20,44,68,77,00,00,7e,R
1478193191.176655,0370,8,00,20,00,00,00,00,00,00,R
1478193191.176894,043f,8,10,40,60,ff,78,c0,08,00,R
1478193191.177139,0440,8,ff,00,00,00,ff,c0,08,00,R
1478193191.182213,0316,8,05,22,6c,09,22,21,00,70,R
1478193191.182423,018f,8,fe,50,00,00,00,3c,00,00,R
1478193191.182644,0260,8,19,22,22,30,08,8e,6e,16,R
1478193191.182879,02a0,8,20,00,95,1c,97,02,bd,00,R
1478193191.183112,0329,8,0c,bb,7f,14,11,20,00,14,R
1478193191.183354,0545,8,d8,00,00,8c,00,00,00,00,R
1478193191.183600,0002,8,00,00,00,00,00,08,0b,9f,R
1478193191.183842,0153,8,00,21,10,ff,00,ff,00,00,R
1478193191.184081,0130,8,02,80,00,ff,2d,80,0b,05,R
1478193191.184317,0131,8,12,80,00,00,5e,7f,0b,9f,R
1478193191.184559,0140,8,00,00,00,00,24,00,2b,74,R
1478193191.184697,05f0,2,01,00,R
1478193191.185351,02c0,8,15,00,00,00,00,00,00,00,R
1478193191.186386,0350,8,05,20,54,68,77,00,00,6e,R
1478193191.186630,043f,8,10,40,60,ff,78,be,08,00,R
1478193191.191037,04f0,8,00,00,00,80,00,67,d1,13,R
1478193191.193536,0430,8,00,00,00,00,00,00,00,00,R
1478193191.202227,0316,8,05,22,6c,09,22,21,00,70,R
1478193191.202448,018f,8,fe,50,00,00,00,3c,00,00,R
1478193191.202673,0260,8,19,22,22,30,08,8e,6e,38,R
1478193191.202905,02a0,8,60,00,95,1c,97,02,bd,00,R
1478193191.203139,0329,8,0c,bb,7f,14,11,20,00,14,R
1478193191.203380,0545,8,d8,00,00,8a,00,00,00,00,R
1478193191.203627,0002,8,00,00,00,00,00,09,0d,9d,R
1478193191.203864,0153,8,00,21,10,ff,00,ff,00,00,R
1478193191.204105,0130,8,08,80,00,ff,31,80,0d,31,R
1478193191.204341,0131,8,09,80,00,00,31,7f,0d,8b,R
1478193191.204583,0140,8,00,00,00,00,04,20,2d,7f,R
1478193191.205335,02c0,8,15,00,00,00,00,00,00,00,R
1478193191.206385,0350,8,05,20,74,68,77,00,00,4e,R
1478193191.206626,0370,8,00,20,00,00,00,00,00,00,R
1478193191.206875,043f,8,10,40,60,ff,78,be,08,00,R
1478193191.207114,0440,8,ff,00,00,00,ff,be,08,00,R
1478193191.211221,04f0,8,00,00,00,80,00,67,d1,13,R
1478193191.212223,0316,8,05,22,6c,09,22,21,00,70,R
1478193191.212385,018f,8,fe,50,00,00,00,3c,00,00,R
1478193191.212593,0260,8,19,22,22,30,08,8e,6e,05,R
1478193191.212822,02a0,8,00,00,95,1c,97,02,bd,00,R
1478193191.213055,0329,8,0c,bb,7f,14,11,20,00,14,R
1478193191.213295,0545,8,d8,00,00,8a,00,00,00,00,R
1478193191.213559,0430,8,00,00,00,00,00,00,00,00,R
1478193191.213798,04b1,8,00,00,00,00,00,00,00,00,R
1478193191.214046,01f1,8,08,00,00,00,00,00,00,00,R
1478193191.214286,0153,8,00,21,10,ff,00,ff,00,00,R
1478193191.214540,0002,8,00,00,00,00,00,09,0e,ba,R
1478193191.215086,0130,8,06,80,00,ff,00,80,0e,b0,R
1478193191.215312,0131,8,f7,7f,00,00,13,7f,0e,3e,R
1478193191.215551,0140,8,00,00,00,00,06,21,2e,17,R
1478193191.215796,02c0,8,15,00,00,00,00,00,00,00,R
1478193191.216381,0350,8,05,20,84,68,77,00,00,be,R
1478193191.216620,043f,8,10,40,60,ff,78,c2,08,00,R
1478193191.216869,0370,8,00,20,00,00,00,00,00,00,R
1478193191.218916,00a0,8,5c,84,6c,09,00,1f,02,00,R
1478193191.223985,0329,8,40,bb,7f,14,11,20,00,14,R
1478193191.230946,04f0,8,00,00,00,80,00,67,d1,13,R
1478193191.234872,05f0,2,01,00,R
1478193191.240454,0690,8,00,00,00,00,a0,02,00,00,R
1478193191.246360,0350,8,05,20,b4,68,77,00,00,8e,R
1478193191.252118,0316,8,05,22,68,09,22,21,00,70,R
1478193191.257071,0370,8,00,20,00,00,00,00,00,00,R
1478193191.262364,018f,8,fe,50,00,00,00,3c,00,00,R
1478193191.268206,043f,8,01,45,60,ff,6b,00,00,00,T
1478193191.269337,043f,8,01,45,60,ff,6b,00,00,00,T
1478193191.270476,043f,8,01,45,60,ff,6b,00,00,00,T
1478193191.270918,04f0,8,00,00,00,80,00,67,d1,13,R
1478193191.271625,043f,8,01,45,60,ff,6b,00,00,00,T
1478193191.272275,0316,8,05,23,70,09,23,21,00,70,R
1478193191.272522,018f,8,fe,50,00,00,00,3c,00,00,R
1478193191.272749,0260,8,19,23,22,30,08,8e,76,2f,R
1478193191.272981,02a0,8,40,00,95,1c,97,02,bd,00,R
1478193191.273218,0329,8,40,bb,7f,14,11,20,00,14,R
1478193191.273458,043f,8,01,45,60,ff,6b,00,00,00,T
1478193191.273712,0430,8,00,00,00,00,00,00,00,00,R
1478193191.273952,043f,8,01,45,60,ff,6b,00,00,00,T
1478193191.274200,04b1,8,00,00,00,00,00,00,00,00,R
1478193191.274449,01f1,8,08,00,00,00,00,00,00,00,R
1478193191.274687,0153,8,00,21,10,ff,00,ff,00,00,R
1478193191.274935,0002,8,00,00,00,00,00,09,04,68,R
1478193191.275175,043f,8,01,45,60,ff,6b,00,00,00,T
1478193191.275412,0545,8,d8,5d,00,8a,00,00,00,00,R
1478193191.275662,02c0,8,15,00,00,00,00,00,00,00,R
1478193191.276061,0130,8,fe,7f,00,ff,18,80,04,04,R
1478193191.276298,0131,8,f2,7f,00,00,41,7f,04,a3,R
1478193191.276538,0140,8,00,00,00,00,12,23,24,43,R
1478193191.276772,0350,8,05,20,e4,68,77,00,00,de,R
1478193191.278378,043f,8,01,45,60,ff,6b,00,00,00,T
1478193191.283768,0153,8,00,21,10,ff,00,ff,00,00,R
1478193191.289592,043f,8,01,45,60,ff,6b,00,00,00,T
1478193191.290727,043f,8,01,45,60,ff,6b,00,00,00,T
1478193191.290989,04f0,8,00,00,00,80,00,67,d1,13,R
1478193191.291878,043f,8,01,45,60,ff,6b,00,00,00,T
1478193191.292106,0316,8,05,23,70,09,23,21,00,70,R
1478193191.292349,018f,8,fe,50,00,00,00,3d,00,00,R
1478193191.292583,0260,8,19,23,23,30,08,8e,80,03,R
1478193191.292817,02a0,8,00,00,95,1c,97,02,bd,00,R
1478193191.293055,0329,8,40,bb,7f,14,11,20,00,14,R
